0,0.581115
1,0.518122
2,0.434119
3,0.287089
4,0.0770269
5,0.0280108
6,0.0280119
7,0.182084
8,0.385192
9,0.882472
10,1.51287
11,1.77908
12,2.30449
13,2.50071
14,2.26263
15,2.07357
16,2.31183
17,1.71642
18,1.19803
19,1.21209
20,0.868812
21,0.504489
22,0.448451
23,0.315328
0,0.168181
1,0.0840935
2,0.0560643
3,0.0140166
4,0.0490597
5,0.175219
6,0.630811
7,1.98362
8,2.83183
9,1.33185
10,0.609867
11,0.862256
12,1.07961
13,1.19883
14,0.932452
15,1.03765
16,1.73882
17,3.12718
18,2.79773
19,2.15972
20,1.43752
21,1.23421
22,0.743354
23,0.434806
0,0.19637
1,0.112215
2,0.0210411
3,0.0210417
4,0.0490989
5,0.140287
6,0.603254
7,1.64146
8,2.90422
9,1.43111
10,0.350773
11,0.224502
12,0.385875
13,0.498144
14,0.526225
15,0.315745
16,0.617475
17,1.83845
18,2.13323
19,1.63505
20,0.771937
21,0.800032
22,0.610569
23,0.371967
0,0.231609
1,0.0912425
2,0.0421132
3,0.0210572
4,0.00701927
5,0.0210584
6,0.126354
7,0.322915
8,0.603727
9,0.449298
10,0.231676
11,0.351034
12,0.231689
13,0.231695
14,0.175532
15,0.210644
16,0.217672
17,0.365136
18,0.358124
19,0.231734
20,0.182583
21,0.0421357
22,0.0912965
23,0.112368
0,0.147487
1,0.0491636
2,0.0280942
3,0.00702375
4,0.0140479
5,0.0842894
6,0.498725
7,1.71397
8,3.01358
9,1.58059
10,0.772752
11,0.744671
12,1.09596
13,0.871168
14,0.962525
15,0.822031
16,1.46142
17,2.32569
18,2.2344
19,1.63017
20,1.22968
21,0.976744
22,0.646494
23,0.428664
0,0.238933
1,0.0983865
2,0.0843333
3,0.0421676
4,0.0140562
5,0.140565
6,0.442791
7,1.39869
8,2.70607
9,1.85563
10,0.885663
11,0.955975
12,1.21608
13,1.18096
14,1.31455
15,1.32864
16,1.7575
17,2.54492
18,2.23564
19,1.39906
20,1.05459
21,0.984306
22,0.906987
23,0.660919
0,0.541403
1,0.464069
2,0.42189
3,0.175791
4,0.0210953
5,0.0421915
6,0.0773527
7,0.0773543
8,0.513361
9,1.04784
10,1.35026
11,1.65973
12,1.99031
13,2.01145
14,2.06072
15,2.10296
16,1.69506
17,1.30121
18,1.2098
19,1.08321
20,0.872211
21,0.583829
22,0.668251
23,0.464267
