0,0.607988
1,0.389021
2,0.358544
3,0.188343
4,0.0607417
5,0.0303637
6,0.036428
7,0.139608
8,0.52189
9,0.970732
10,1.48002
11,2.06184
12,2.316
13,2.36396
14,2.21797
15,2.16898
16,2.33202
17,2.12559
18,1.62258
19,1.44667
20,1.05298
21,0.768375
22,0.695612
23,0.30237
0,0.320439
1,0.199472
2,0.0483458
3,0.0422929
4,0.0241618
5,0.138899
6,0.537354
7,1.4306
8,2.25706
9,1.07397
10,0.717827
11,0.753848
12,1.17573
13,1.04888
14,0.976319
15,1.19903
16,1.83127
17,3.60149
18,3.1551
19,2.31161
20,1.43841
21,0.938667
22,0.697826
23,0.366877
0,0.108234
1,0.090175
2,0.0300516
3,0.0240358
4,0.0120152
5,0.174181
6,0.67255
7,1.88512
8,2.55094
9,1.23018
10,0.76194
11,0.749773
12,1.30132
13,1.21109
14,1.05497
15,1.07871
16,1.95922
17,3.65999
18,3.29386
19,2.59858
20,1.74198
21,1.21493
22,0.89753
23,0.484559
0,0.227274
1,0.119591
2,0.0597825
3,0.0179308
4,0.0119512
5,0.119486
6,0.591325
7,1.89899
8,2.6389
9,1.21172
10,0.919033
11,0.841268
12,1.34812
13,1.15102
14,1.05537
15,1.06706
16,1.72242
17,1.54329
18,1.63231
19,2.38837
20,1.62565
21,1.39311
22,0.869016
23,0.482021
0,0.261782
1,0.101121
2,0.0892053
3,0.0297287
4,0.0356667
5,0.172352
6,0.665492
7,1.76436
8,2.50046
9,1.25887
10,0.872708
11,1.06246
12,1.22839
13,1.29339
14,1.13296
15,1.28691
16,1.7076
17,3.52118
18,3.12335
19,2.15684
20,1.63506
21,1.3208
22,1.01852
23,0.609798
0,0.307794
1,0.118357
2,0.0650827
3,0.0236614
4,0.0295706
5,0.147822
6,0.484753
7,0.927929
8,2.28683
9,1.37654
10,0.767865
11,0.86219
12,1.31663
13,1.33406
14,1.12132
15,1.16829
16,1.76977
17,2.89592
18,2.34692
19,1.5918
20,0.895938
21,0.907538
22,0.777728
23,0.700988
0,0.600723
1,0.482834
2,0.306124
3,0.206002
4,0.0294228
5,0.082367
6,0.0647036
7,0.18819
8,0.517416
9,0.587851
10,0.98151
11,1.63943
12,1.6391
13,1.45668
14,1.26846
15,1.72616
16,1.73168
17,1.59634
18,1.78378
19,1.45489
20,0.920854
21,0.345983
22,0.152436
23,0.257917
