0,0.267327,,
1,0.172387,,
2,0.180922,,
3,0.120558,,
4,0.0516432,,
6,0.0172063,,5
7,0.0601938,,
8,0.120331,,
9,0.463916,,
10,0.738482,,
11,0.926961,,
12,1.39837,,
13,1.26051,,
14,1.40563,,
15,1.47351,,
16,1.22449,,
17,1.36086,,
18,1.17202,,
19,0.880742,,
20,0.487174,,
21,0.307545,,
22,0.256168,,
23,0.162164,,
0,0.102372,,
1,0.0511621,,
2,0.0426152,,
3,0.0170382,,
5,0.068121,,4
6,0.340447,,
7,0.935794,,
8,2.15983,,
9,1.02842,,
10,0.586182,,
11,0.484013,,
12,0.670515,,
13,0.704139,,
14,0.678375,,
15,0.610255,,
16,1.11828,,
17,2.13392,,
18,2.03983,,
19,1.4636,,
20,0.947099,,
21,0.515593,,
22,0.337938,,
23,0.160447,,
0,0.135051,,
1,0.0337472,,
2,0.0252988,,
3,0.0252872,,
4,0.0168504,,
5,0.0673707,,
6,0.420874,,
7,1.11901,,
8,2.41361,,
9,1.44582,,
10,0.495723,,
11,0.680258,,
12,0.889808,,
13,0.872621,,
14,0.721262,,
15,0.729316,,
16,1.13956,,
17,2.50422,,
18,2.46122,,
19,1.58986,,
20,1.10403,,
21,0.693887,,
22,0.459596,,
23,0.292338,,
0,0.0918359,,
1,0.0834493,,
2,0.0333646,,
3,0.0333495,,
4,0.00833361,,
5,0.0583089,,
6,0.399652,,
7,1.13184,,
8,2.18778,,
9,1.28048,,
10,0.531908,,
11,0.747659,,
12,0.664286,,
13,0.813384,,
14,0.663689,,
15,0.580467,,
16,0.298392,,
17,0.961052,,
18,0.703903,,
19,0.59598,,
20,0.364047,,
21,0.223292,,
22,0.198393,,
23,0.0991522,,
0,0.024777,,
1,0.0412765,,
2,0.0412581,,
3,0.00824793,,
4,0.0164885,,
5,0.0659246,,
6,0.296529,,
7,0.757458,,
8,1.58008,,
9,1.08582,,
10,0.567336,,
11,0.476679,,
12,0.739346,,
13,0.558369,,
14,0.623783,,
15,0.533262,,
16,0.697034,,
17,1.37706,,
18,1.45019,,
19,1.06464,,
20,0.695801,,
21,0.490937,,
22,0.417112,,
23,0.220727,,
0,0.0490288,,
1,0.0326714,,
2,0.0571498,,
3,0.0326427,,
4,0.0244712,,
5,0.0978419,,
6,0.228198,,
7,0.773902,,
8,1.67741,,
9,1.40808,,
10,0.610172,,
11,0.723753,,
12,0.772207,,
13,0.893744,,
14,0.706561,,
15,0.90108,,
16,1.35509,,
17,2.27912,,
18,1.95384,,
19,1.1021,,
20,0.623712,,
21,0.752986,,
22,0.598889,,
23,0.428748,,
0,0.258754,,
1,0.258642,,
2,0.16966,,
3,0.0726798,,
4,0.0403602,,
5,0.0403427,,
6,0.0967805,,
7,0.145108,,
8,0.443194,,
9,0.700749,,
10,1.23987,,
11,1.59343,,
12,1.48012,,
13,1.10157,,
14,1.52707,,
15,1.09259,,
16,1.57394,,
17,1.47694,,
18,1.43619,,
19,1.18695,,
20,0.681402,,
21,0.617005,,
22,0.440529,,
23,0.424328,,
