0,0.402546,,
1,0.286532,,
2,0.293327,,
3,0.170523,,
4,0.0409219,,
5,0.0340984,,
6,0.0545524,,
7,0.115913,,
8,0.245441,,
9,0.613545,,
10,0.858883,,
11,1.12462,,
12,1.59477,,
13,1.52648,,
14,1.28103,,
15,1.40355,,
16,1.39661,,
17,0.994565,,
18,0.817374,,
19,0.74919,,
20,0.646967,,
21,0.490286,,
22,0.408534,,
23,0.197439,,
0,0.17019,,
1,0.136139,,
2,0.115707,,
3,0.020417,,
4,0.0544402,,
5,0.0408263,,
6,0.0884486,,
7,0.224502,,
8,0.53059,,
9,0.652972,,
10,0.856944,,
11,1.21729,,
12,1.25797,,
13,1.55021,,
14,1.23053,,
15,1.30519,,
16,1.2235,,
17,1.31174,,
18,1.23006,,
19,0.978516,,
20,0.611513,,
21,0.332903,,
22,0.292111,,
23,0.190193,,
0,0.0815034,,
1,0.0135826,,
2,0.0814875,,
4,0.0135799,,3
5,0.0882608,,
6,0.386952,,
7,0.855283,,
8,0.631219,,
9,0.461491,,
10,0.42073,,
11,0.508897,,
12,0.583477,,
13,0.698747,,
14,0.895393,,
15,0.874956,,
16,1.48524,,
17,3.13294,,
18,3.13941,,
19,2.08821,,
20,1.22026,,
21,1.22014,,
22,0.610009,,
23,0.413409,,
0,0.115201,,
1,0.0677584,,
2,0.0135503,,
3,0.0270979,,
4,0.00677379,,
5,0.19642,,
6,0.595973,,
7,1.78097,,
8,3.31105,,
9,1.36761,,
10,0.62958,,
11,0.771665,,
12,1.0897,,
13,0.87979,,
14,0.710527,,
15,0.879611,,
16,1.19074,,
17,2.34064,,
18,2.40128,,
19,1.73145,,
20,1.11586,,
21,0.838497,,
22,0.527387,,
23,0.256906,,
0,0.10816,,
1,0.0337964,,
2,0.0202758,,
3,0.0270315,,
4,0.00675718,,
5,0.128373,,
6,0.580997,,
7,1.39155,,
8,2.8571,,
9,1.41827,,
10,0.72932,,
11,0.668473,,
12,0.749422,,
13,0.837105,,
14,0.803266,,
15,0.857177,,
16,1.3025,,
17,2.59798,,
18,2.43577,,
19,1.5787,,
20,1.28846,,
21,0.816164,,
22,0.607,,
23,0.377649,,
0,0.182061,,
1,0.101134,,
2,0.0741573,,
3,0.0269634,,
4,0.0202204,,
5,0.128049,,
6,0.458232,,
7,1.24653,,
8,2.86333,,
9,1.77171,,
10,0.653374,,
11,0.828416,,
12,0.835061,,
13,1.05045,,
14,0.774285,,
15,1.05022,,
16,1.17127,,
17,2.34902,,
18,2.02573,,
19,1.29202,,
20,0.955452,,
21,0.699692,,
22,0.484349,,
23,0.255601,,
0,0.161415,,
1,0.154672,,
2,0.174828,,
3,0.0874042,,
4,0.00672267,,
5,0.0134439,,
6,0.00672119,,
7,0.0873659,,
8,0.167993,,
9,0.282197,,
10,0.302321,,
11,0.423202,,
12,0.450022,,
13,0.510417,,
14,0.63795,,
15,0.799028,,
16,0.792225,,
17,0.711581,,
18,0.738351,,
19,0.57048,,
20,0.449623,,
21,0.462993,,
22,0.395848,,
23,0.348844,,
