0,0.603789
1,0.422982
2,0.384242
3,0.177593
4,0.0839546
5,0.0355198
6,0.0645826
7,0.132396
8,0.400425
9,0.871908
10,1.37247
11,0.878396
12,0.962377
13,0.52318
14,0.481205
15,0.891375
16,1.14976
17,1.1078
18,1.21763
19,1.10138
20,0.884994
21,0.613693
22,0.180881
23,0.148584
0,0.0839837
1,0.032302
2,0.0161513
3,0.00969097
4,0.0226127
5,0.119526
6,0.520181
7,1.42791
8,2.11606
9,1.15336
10,0.623536
11,0.778628
12,0.911109
13,0.940206
14,0.888529
15,0.998403
16,1.48633
17,2.88547
18,2.63349
19,0.966171
20,0.843398
21,0.791712
22,0.520279
23,0.329624
0,0.190669
1,0.106648
2,0.0258546
3,0.00969567
4,0.0129278
5,0.109889
6,0.546225
7,1.6775
8,2.33691
9,1.0602
10,0.575365
11,0.827509
12,0.985922
13,1.06999
14,0.976269
15,0.976291
16,1.50973
17,2.83849
18,2.02061
19,1.53893
20,1.15746
21,0.905298
22,0.750122
23,0.439737
0,0.177839
1,0.0679038
2,0.0549711
3,0.0226357
4,0.02587
5,0.129353
6,0.604741
7,1.7884
8,2.39321
9,1.21604
10,0.727703
11,0.863562
12,1.00913
13,1.0221
14,0.860394
15,1.02215
16,1.48798
17,2.53286
18,2.20944
19,1.87629
20,1.26491
21,1.13554
22,0.909103
23,0.452946
0,0.194125
1,0.0808875
2,0.0647118
3,0.0291211
4,0.0194146
5,0.119727
6,0.621301
7,1.55653
8,2.28794
9,1.33332
10,0.754059
11,0.899718
12,1.07451
13,1.11986
14,0.987184
15,0.987212
16,1.50514
17,2.6543
18,3.04606
19,2.04911
20,1.53445
21,1.06508
22,0.641009
23,0.50829
0,0.359375
1,0.135984
2,0.0518049
3,0.0259032
4,0.025904
5,0.123048
6,0.488968
7,1.37628
8,2.40937
9,1.25977
10,0.848511
11,0.910073
12,1.20159
13,1.13685
14,1.09478
15,1.13368
16,1.66819
17,2.63031
18,2.3842
19,1.73638
20,1.17598
21,0.991354
22,0.813195
23,0.576707
0,0.437404
1,0.372616
2,0.255979
3,0.123133
4,0.0388855
5,0.0453679
6,0.0972202
7,0.33056
8,0.525024
9,0.933408
10,1.43257
11,1.48124
12,1.89294
13,1.67582
14,1.56243
15,0.755307
16,1.40693
17,1.30648
18,1.24168
19,1.14771
20,0.781375
21,0.674406
22,0.590126
23,0.512325
