0,0.232042
1,0.217903
2,0.203775
3,0.175607
4,0.0491531
5,0.0210584
6,0.0561364
7,0.112234
8,0.301526
9,0.715002
10,1.47857
11,2.12953
12,2.47893
13,2.40108
14,2.52622
15,2.71423
16,2.39862
17,2.13914
18,1.93575
19,1.46704
20,0.984677
21,0.579435
22,0.488514
23,0.390679
0,0.271987
1,0.132462
2,0.111509
3,0.0487686
4,0.0417875
5,0.111396
6,0.375833
7,1.16886
8,2.06569
9,1.17503
10,0.757602
11,0.854621
12,1.27803
13,1.17344
14,0.999522
15,1.22123
16,1.42198
17,2.96781
18,2.50932
19,1.98183
20,1.14298
21,1.04565
22,0.623028
23,0.31833
0,0.172948
1,0.0484092
2,0.0898728
3,0.020733
4,0.0345435
5,0.124315
6,0.448766
7,1.29754
8,2.42173
9,1.11735
10,0.51712
11,0.496271
12,0.709708
13,0.888563
14,0.736782
15,0.874209
16,1.3212
17,2.82727
18,2.8951
19,1.89735
20,1.15453
21,0.838132
22,0.769179
23,0.357002
0,0.226484
1,0.0480264
2,0.0137173
3,0.0137128
4,0.0616875
5,0.102779
6,0.43838
7,1.62285
8,2.7107
9,1.34807
10,0.896138
11,0.806945
12,0.991263
13,1.20963
14,1.01111
15,0.990296
16,1.74099
17,2.94849
18,3.00894
19,2.61236
20,1.53418
21,1.17241
22,0.797256
23,0.633512
0,0.299629
1,0.176997
2,0.0884698
3,0.0476222
4,0.0408059
5,0.0951832
6,0.509746
7,1.3453
8,2.47917
9,1.33085
10,0.665214
11,0.902501
12,1.34993
13,1.2003
14,1.54566
15,1.59261
16,1.99182
17,3.25768
18,3.0603
19,2.19297
20,1.38032
21,1.2446
22,0.926388
23,0.669221
0,0.223003
1,0.162133
2,0.0607804
3,0.0135025
4,0.0202473
5,0.107952
6,0.330497
7,1.21369
8,2.33224
9,1314
10,0.916142
11,0.713827
12,0.538568
13,0.269199
14,0.242203
15,0.504432
16,0.416866
17,0.463786
18,0.342691
19,0.369453
20,0.315616
21,0.187968
22,0.161065
23,0.114052
0,0.120723
1,0.107276
2,0.113945
3,0.0268024
4,0.0334925
5,0.046875
6,0.0736378
7,0.127153
8,0.314439
9,0.454792
10,0.862501
11,1.55068
12,1.94444
13,2.08411
14,2.61102
15,2.65027
16,2.84298
17,2.55523
18,2.50776
19,1.88691
20,1.21978
21,0.899561
22,1.12577
23,0.779142
