0,0.6293,,
1,0.497873,,
2,0.463266,,
3,0.221246,,
4,0.0414807,,
5,0.0138259,,
6,0.0138249,,
7,0.165888,,
8,0.393955,,
9,0.863875,,
10,1.43739,,
11,1.76896,,
12,2.42524,,
13,2.3698,,
14,2.266,,
15,2.27965,,
16,2.16897,,
17,1.51264,,
18,1.25009,,
19,0.773477,,
20,0.870099,,
21,0.628359,,
22,0.400464,,
23,0.207121,,
0,0.103553,,
1,0.0345152,,
2,0.0345127,,
3,0.0207061,,
4,0.0276061,,
5,0.144921,,
6,0.607244,,
7,1.656,,
8,2.89778,,
9,1.3591,,
10,0.745033,,
11,0.607019,,
12,0.710435,,
13,0.551753,,
14,0.34482,,
15,0.475816,,
16,0.337873,,
17,1.04802,,
18,1.13067,,
19,1.30982,,
20,0.909914,,
21,0.544529,,
22,0.427319,,
23,0.35837,,
0,0.0964768,,
1,0.0344534,,
2,0.0275606,,
4,0.0275585,,3
5,0.158449,,
6,0.544197,,
7,1.52914,,
8,3.24401,,
9,1.34296,,
10,0.571575,,
11,0.695477,,
12,0.963953,,
13,1.2255,,
14,0.729736,,
15,0.936193,,
16,1.65198,,
17,3.16604,,
18,2.64963,,
19,1.93373,,
20,1.37622,,
21,0.798142,,
22,0.784319,,
23,0.282057,,
0,0.192609,,
1,0.0481485,,
2,0.0343891,,
3,0.0275091,,
4,0.0137534,,
5,0.151276,,
6,0.508796,,
7,1.76002,,
8,3.43039,,
9,1.54664,,
10,0.666722,,
11,0.680414,,
12,0.377977,,
13,0.446664,,
14,0.501598,,
15,0.542781,,
16,0.810671,,
17,0.920517,,
18,0.673159,,
19,0.638762,,
20,0.391468,,
21,0.199151,,
22,0.33647,,
23,0.0617955,,
0,0.0205968,,
1,0.0205951,,
2,0.0137289,,
3,0.0205917,,
4,0.0137267,,
5,0.109804,,
6,0.610736,,
7,1.50956,,
8,3.48542,,
9,1.57791,,
10,0.617392,,
11,0.816262,,
12,0.987663,,
13,1.25505,,
14,1.06979,,
15,1.28912,,
16,1.92667,,
17,3.39366,,
18,2.88608,,
19,2.26206,,
20,1.64499,,
21,1.19252,,
22,0.911446,,
23,0.459111,,
0,0.287776,,
1,0.0822147,,
2,0.095909,,
3,0.0479504,,
4,0.0205484,,
5,0.143826,,
6,0.499925,,
7,1.21204,,
8,2.86894,,
9,1.46516,,
10,0.70513,,
11,0.780368,,
12,1.05409,,
13,1.054,,
14,0.882818,,
15,0.944327,,
16,1.59427,,
17,2.27146,,
18,2.05919,,
19,1.40916,,
20,0.930234,,
21,0.697614,,
22,0.444519,,
23,0.44448,,
0,0.300852,,
1,0.341847,,
2,0.259781,,
3,0.136715,,
4,0.0205054,,
5,0.0273381,,
6,0.0341695,,
7,0.163999,,
8,0.628607,,
9,0.553398,,
10,1.01789,,
11,1.21589,,
12,1.49582,,
13,1.50252,,
14,1.5775,,
15,1.54322,,
16,1.40652,,
17,0.983111,,
18,0.976195,,
19,0.696244,,
20,0.703006,,
21,0.470903,,
22,0.450388,,
23,0.518581,,
