0,0.674468
1,0.485424
2,0.409824
3,0.264842
4,0.0756783
5,0.0441511
6,0.0630807
7,0.302824
8,0.624651
9,1.19897
10,2.18997
11,2.37959
12,2.80283
13,2.7653
14,2.91717
15,2.60178
16,2.94315
17,2.5582
18,2.07208
19,1.47211
20,1.12476
21,0.644602
22,0.821651
23,0.391912
0,0.233912
1,0.107486
2,0.0442643
3,0.0126485
4,0.0316251
5,0.183448
6,0.721227
7,1.95514
8,2.61983
9,1.30375
10,0.8545
11,1.05085
12,1.29789
13,1.29805
14,1.05123
15,1.31736
16,1.91294
17,3.92771
18,3.28193
19,2.11007
20,1.45125
21,1.12184
22,0.659241
23,0.393057
0,0.196552
1,0.0697527
2,0.0317096
3,0.00634269
4,0.0253738
5,0.133229
6,0.691605
7,2.16391
8,3.16692
9,1.44084
10,0.647503
11,0.933279
12,1.27627
13,1.39073
14,1.07334
15,1.30214
16,1.93121
17,3.9709
18,3.6219
19,2.01453
20,1.44275
21,1.30944
22,0.870946
23,0.445062
0,0.216199
1,0.101753
2,0.0445223
3,0.0190833
4,0.0190833
5,0.0190856
6,0.197242
7,0.432711
8,1.33647
9,1.28572
10,0.78298
11,0.948602
12,0.827739
13,0.675007
14,0.617769
15,0.764342
16,1.28043
17,1.15316
18,0.892054
19,1.2554
20,0.924134
21,0.541799
22,0.682111
23,0.439919
0,0.165786
1,0.0956574
2,0.0255117
3,0.00637869
4,0.0510356
5,0.165886
6,0.58705
7,2.02939
8,2.71895
9,1.42347
10,0.829924
11,0.823638
12,1.27073
13,1.04736
14,0.989997
15,1.02205
16,1.49493
17,3.15635
18,2.99697
19,1.90448
20,1.54039
21,1.05475
22,0.818326
23,0.575454
0,0.319735
1,0.166282
2,0.115132
3,0.0447788
4,0.0383864
5,0.198353
6,0.543937
7,1.4912
8,2.57311
9,1.42114
10,0.883517
11,1.11413
12,1.53692
13,1.31934
14,1.26826
15,1.50543
16,1.93487
17,3.35759
18,2.54412
19,1.62151
20,1.17942
21,0.916723
22,0.724489
23,0.750223
0,0.615641
1,0.448958
2,0.198848
3,0.128304
4,0.0513276
5,0.0513337
6,0.115514
7,0.365839
8,0.731764
9,1.08494
10,1.51524
11,1.81079
12,2.20275
13,2.06813
14,1.99129
15,2.45407
16,2.30659
17,2.31328
18,2.15289
19,1.41401
20,1.02206
21,1.00932
22,0.925858
23,0.694475
