0,0.667478
1,0.510335
2,0.384647
3,0.259003
4,0.0627776
5,0.0313833
6,0.0980559
7,0.35294
8,0.670468
9,1.22702
10,1.69322
11,2.27683
12,2.49585
13,2.3779
14,2.12681
15,1.96588
16,2.25919
17,2.14919
18,1.85526
19,1.57318
20,1.07208
21,0.9115
22,0.567144
23,0.336317
0,0.156399
1,0.0586396
2,0.0429949
3,0.0078159
4,0.0273509
5,0.058599
6,0.308568
7,0.597503
8,1.05423
9,0.726125
10,0.386419
11,0.41367
12,0.663319
13,0.717821
14,0.702095
15,0.877468
16,1.22824
17,1.98044
18,2.06586
19,1.74593
20,1.30922
21,0.938895
22,0.553113
23,0.377765
0,0.140177
1,0.105115
2,0.0428173
3,0.0194591
4,0.027238
5,0.0661381
6,0.532904
7,1.26008
8,2.2942
9,1.29464
10,0.777429
11,0.734544
12,0.986997
13,0.944091
14,0.862355
15,0.951536
16,1.4989
17,3.04776
18,3.04724
19,1.41274
20,1.44743
21,1.01264
22,0.674977
23,0.407244
0,0.182259
1,0.12407
2,0.0465184
3,0.0193794
4,0.0116256
5,0.135609
6,0.619823
7,1.81268
8,2.78438
9,1.14996
10,0.739411
11,0.762509
12,0.959747
13,1.04471
14,0.959422
15,0.994071
16,1.07512
17,1.102
18,1.26419
19,1.45338
20,1.14009
21,0.946693
22,0.61428
23,0.409451
0,0.216277
1,0.115843
2,0.0617726
3,0.0154405
4,0.0192974
5,0.115765
6,0.601876
7,1.60088
8,2.66896
9,1.16073
10,0.713283
11,0.85194
12,1.11389
13,1.1638
14,0.970953
15,1.12103
16,1.50216
17,3.07313
18,2.8955
19,1.89408
20,1.53194
21,1.09681
22,0.935019
23,0.642478
0,0.280796
1,0.161527
2,0.0884405
3,0.0538243
4,0.0345956
5,0.115299
6,0.434221
7,1.37929
8,2.23953
9,1.30585
10,0.890903
11,1.08657
12,1.23226
13,1.27811
14,1.40838
15,1.788
16,2.24038
17,2.50466
18,2.00186
19,1.54908
20,1.3418
21,0.977433
22,0.812476
23,0.636078
0,0.444415
1,0.314103
2,0.245113
3,0.118707
4,0.00765724
5,0.0382798
6,0.118648
7,0.206643
8,0.539478
9,1.10555
10,1.67144
11,1.98858
12,2.02266
13,2.06055
14,2.15577
15,1.96051
16,1.9258
17,1.76502
18,1.5852
19,1.42454
20,0.973719
21,0.958287
22,0.778719
23,0.572493
