0,0.424162,,
1,0.686342,,
2,0.153951,,
3,0.0457825,,
4,0.0374692,,
5,0.0208222,,
6,0.0666503,,
7,0.208342,,
8,0.62104,,
9,0.904729,,
10,1.50137,,
11,1.85639,,
12,2.10313,,
13,2.05783,,
14,2.12523,,
15,1.87525,,
16,1.81731,,
17,1.36651,,
18,0.990697,,
19,0.949172,,
20,0.589745,,
21,0.363991,,
22,0.330617,,
23,0.221871,,
0,0.0963119,,
1,0.0335096,,
2,0.0251395,,
3,0.0167646,,
4,0.067078,,
5,0.163551,,
6,0.583082,,
7,1.93439,,
8,2.71985,,
9,1.07902,,
10,0.596366,,
11,0.63015,,
12,1.02535,,
13,0.933171,,
14,0.824124,,
15,0.971575,,
16,1.51459,,
17,2.68498,,
18,2.28165,,
19,1.56646,,
20,1.01513,,
21,0.64044,,
22,0.484687,,
23,0.223444,,
0,0.0801262,,
1,0.0337474,,
2,0.00843935,,
3,0.0168837,,
4,0.0295553,,
5,0.173161,,
6,0.62948,,
7,1.63545,,
8,2.48561,,
9,1.53494,,
10,0.972842,,
11,0.913898,,
12,1.0496,,
13,1.17692,,
14,1.01635,,
15,1.15221,,
16,1.70341,,
17,2.65762,,
18,2.10723,,
19,1.57347,,
20,0.967277,,
21,0.640802,,
22,0.649485,,
23,0.870487,,
0,1.20206,,
1,0.390893,,
2,0.314509,,
3,0.0467654,,
4,0.0382742,,
5,0.114857,,
6,0.502121,,
7,1.35784,,
8,2.55896,,
9,1.56736,,
10,0.758356,,
11,0.626473,,
12,0.903759,,
13,0.77184,,
14,0.686763,,
15,0.844847,,
16,1.16522,,
17,2.20734,,
18,1.98593,,
19,1.3628,,
20,1.094,,
21,0.538615,,
22,0.256562,,
23,0.171094,,
0,0.0641798,,
1,0.0513595,,
2,0.0256876,,
4,0.0428259,,3
5,0.149937,,
6,0.531367,,
7,1.8132,,
8,2.86429,,
9,1.17952,,
10,0.69077,,
11,0.733901,,
12,1.00889,,
13,0.979139,,
14,0.781834,,
15,1.00123,,
16,1.45717,,
17,2.54547,,
18,2.18066,,
19,1.60481,,
20,1.05443,,
21,1.00309,,
22,0.693338,,
23,0.374777,,
0,0.237002,,
1,0.0862093,,
2,0.0517417,,
3,0.0388184,,
4,0.0604029,,
5,0.116528,,
6,0.565551,,
7,1.47262,,
8,2.99368,,
9,1.41304,,
10,0.85155,,
11,1.08531,,
12,1.13323,,
13,1.29367,,
14,1.18587,,
15,1.54125,,
16,1.87953,,
17,2.83318,,
18,2.14939,,
19,1.56487,,
20,1.10572,,
21,0.863171,,
22,0.707242,,
23,0.703125,,
0,0.529681,,
1,0.33007,,
2,0.191153,,
3,0.0869153,,
4,0.0260829,,
5,0.0434852,,
6,0.0695983,,
7,0.308941,,
8,0.635488,,
9,1.1277,,
10,1.5244,,
11,2.03027,,
12,2.64106,,
13,2.83809,,
14,2.73433,,
15,2.47346,,
16,2.64007,,
17,2.18694,,
18,1.56759,,
19,1.23612,,
20,0.838911,,
21,0.961559,,
22,0.84382,,
23,0.638534,,
