0,0.421489
1,0.458396
2,0.272391
3,0.136111
4,0.0247322
5,0.0370754
6,0.0370754
7,0.172911
8,0.432011
9,0.727798
10,1.26978
11,1.54004
12,2.37635
13,3.18702
14,3.4679
15,3.20767
16,3.29167
17,2.29538
18,1.55793
19,1.25048
20,0.992419
21,0.844873
22,0.844352
23,0.721538
0,0.366658
1,0.0977151
2,0.0122069
3,0.0122069
4,0.0609968
5,0.0609968
6,0.341372
7,1.12096
8,3.1051
9,1.72805
10,1.11889
11,1.05743
12,0.43729
13,0.388463
14,0.303301
15,0.42436
16,0.508919
17,0.956666
18,1.5854
19,0.967587
20,0.543934
21,0.9664
22,0.917517
23,0.542934
0,0.0844046
1,0.0361513
2,0.0481721
3,0.0240713
4,0.0120283
5,0.0240419
6,0.552624
7,1.28467
8,2.56776
9,1.48695
10,0.814927
11,0.670706
12,1.02938
13,0.933056
14,0.944441
15,0.76465
16,1.21792
17,2.8878
18,2.67138
19,1.4183
20,1.04819
21,0.749952
22,0.559147
23,0.297237
0,0.095058
1,0.0475
2,0.0237356
3,0.0474422
4,0.0118533
5,0.0592306
6,0.473557
7,1.30149
8,3.02708
9,1.74897
10,0.897573
11,0.861619
12,0.967258
13,1.47358
14,1.13103
15,1.29518
16,1.63564
17,3.1517
18,2.36234
19,1.76188
20,1.11518
21,0.832944
22,0.562776
23,0.257783
0,0.152234
1,0.0117032
2,0.0350884
3,0.0116891
4,0.011682
5,0.0933996
6,0.408376
7,1.29435
8,2.56384
9,1.68878
10,0.651826
11,0.581636
12,0.837051
13,0.929496
14,0.905712
15,0.789119
16,0.823437
17,2.34132
18,1.93448
19,1.22714
20,0.809886
21,0.589705
22,0.612462
23,0.265626
0,0.138504
1,0.0461403
2,0.0230563
3,0.0115212
4,0.0115143
5,0.0805517
6,0.333514
7,0.953968
8,2.61897
9,1.72197
10,0.757213
11,1.02048
12,1.11154
13,0.996353
14,1.08732
15,1.21249
16,1.34895
17,2.60489
18,2.13519
19,1.22101
20,0.99219
21,0.797837
22,0.501198
23,0.523667
0,0.216168
1,0.284262
2,0.227274
3,0.0227139
4,0.0113502
5,0.0340303
6,0.0453467
7,0.169949
8,0.509543
9,0.712936
10,1.1649
11,1.79717
12,1.88648
13,2.14502
14,2.23401
15,2.31161
16,2.29897
17,1.8471
18,1.71093
19,1.0012
20,0.786993
21,0.808999
22,0.707455
23,0.493803
