0,0.419896
1,0.248048
2,0.343352
3,0.0953476
4,0.0571917
5,0.0571917
6,0.0190583
7,0.0381053
8,0.361892
9,0.533156
10,1.10406
11,1.88395
12,2.20679
13,1.65459
14,2.09137
15,1.46351
16,1.23505
17,1.04472
18,0.930465
19,0.949158
20,0.664203
21,0.474282
22,0.531029
23,0.398146
0,0.132673
1,0.0189473
2,0.0189412
3,0.0189412
4,0.0189351
5,0.0946453
6,0.283844
7,1.58901
8,3.34718
9,1.92826
10,0.755931
11,0.869034
12,1.18981
13,1.13277
14,0.849297
15,1.07542
16,1.32025
17,3.46919
18,2.88374
19,1.99721
20,1.52565
21,1.1109
22,0.658781
23,0.451581
0,0.169285
1,0.0940145
2,0.0375928
3,0.0187899
4,0.0187899
5,0.16905
6,0.675962
7,2.02718
8,4.46572
9,2.70099
10,1.03126
11,1.14336
12,1.98611
13,1.74191
14,1.2732
15,1.57221
16,2.17036
17,4.15212
18,4.2067
19,2.72869
20,2.22325
21,0.840418
22,0.989462
23,0.746488
0,0.31714
1,0.0932419
2,0.186415
3,0.0186345
4,0.0186345
5,0.0186345
6,0.14902
7,0.558616
8,1.34018
9,1.07918
10,0.520786
11,0.76229
12,0.892097
13,0.873178
14,0.668562
15,0.798254
16,0.668048
17,0.482293
18,0.67383
19,0.58059
20,0.462025
21,0.318376
22,0.268589
23,0.33734
0,0.0937172
1,0.074983
2,0.0249974
3,0.0375008
4,0.0437563
5,0.106279
6,0.325128
7,0.506511
8,1.30709
9,0.68177
10,0.431633
11,0.525531
12,0.656995
13,1.01377
14,0.832399
15,0.970209
16,0.845022
17,1.55697
18,1.92693
19,1.46316
20,1.09231
21,0.703245
22,0.499478
23,0.29587
0,0.166361
1,0.0554318
2,0.0369399
3,0.0184626
4,0.0738209
5,0.0738209
6,0.295166
7,1.10643
8,2.89399
9,1.86099
10,0.90249
11,0.552321
12,0.533694
13,0.570268
14,0.698753
15,0.75361
16,1.46986
17,2.73648
18,2.00103
19,1.63319
20,1.13726
21,1.06345
22,0.47652
23,0.421361
0,0.512747
1,0.366094
2,0.274456
3,0.146315
4,0.0548449
5,0.0365478
6,0.0365478
7,0.0913309
8,0.620787
9,0.620523
10,1.00336
11,1.16705
12,1.42173
13,1.18427
14,1.80295
15,2.18446
16,1.94697
17,1.65511
18,1.23625
19,1.05399
20,0.781068
21,0.653632
22,0.580752
23,0.598638
